id,per_square_meter_price
COL_289284,142342.54281709576
COL_289305,336352.5779333406
COL_289318,344225.0726557022
COL_289354,383573.441843955
COL_289399,436532.029909779
COL_289428,292883.51865943416
COL_289460,142121.87119739514
COL_289493,249746.57747915422
COL_289495,373887.45758266916
COL_289749,438678.1397188094
COL_289763,455360.4296612433
COL_289778,394477.676808772
COL_289801,371870.12844381784
COL_289971,385276.1300028076
COL_290143,436136.59641316574
COL_290252,389717.27884301223
COL_290336,487469.4260100276
COL_290398,422324.515843517
COL_290403,629351.4939077352
COL_290431,404007.67247887363
COL_290466,243815.82200029993
COL_290486,345359.36669001024
COL_290497,321963.4359967206
COL_290510,334655.6608154167
COL_290559,302337.7661719452
COL_290600,511866.9911559042
COL_290602,432319.2253834451
COL_290716,286079.7448164289
COL_290717,485511.3060402487
COL_290876,530398.9874320163
COL_290966,361347.0463201989
COL_291008,164068.51991540514
COL_291021,361652.3913997285
COL_291043,283097.3325139003
COL_291190,451378.8958054762
COL_291192,235080.9166202594
COL_291274,241377.85833000642
COL_291284,234916.7003473324
COL_291397,497609.5452321719
COL_291450,206928.89105682966
COL_291738,141022.60784049355
COL_291740,290402.38381625235
COL_291825,267335.67915847915
COL_291900,194917.18903172557
COL_292045,131559.61259286612
COL_292135,450725.0073309732
COL_292258,238488.8891409824
COL_292275,544325.0525510822
COL_292279,209698.7842997873
COL_292364,445283.65598728455
COL_292417,179522.10461091658
COL_292421,298071.98119703104
COL_292501,311433.01684019336
COL_292906,91962.94769746908
COL_292926,161202.71457562258
COL_293123,607651.3751008837
COL_293135,311109.52696833096
COL_293496,642932.2094155505
COL_293497,235209.1767030756
COL_293588,483246.84986055444
COL_293631,299351.5335965841
COL_293703,314815.2177605388
COL_293773,564812.6530807365
COL_293780,117474.13762813539
COL_293783,377871.2571493456
COL_293826,144825.677766325
COL_293889,159979.59171216917
COL_293952,355888.9174313092
COL_293956,279927.8188859412
COL_294068,422867.54528015864
COL_294101,543105.3387491291
COL_294115,89166.89575124133
COL_294143,333231.0221634409
COL_294200,325929.3687910426
COL_294245,159980.34946939576
COL_294261,288983.3992027561
COL_294293,381399.8900582862
COL_294300,272777.76545072935
COL_294350,306700.054962995
COL_294488,511532.6536376289
COL_294525,536997.2392737769
COL_294558,500923.36067985423
COL_294593,361717.99698176316
COL_294729,662443.3397608838
COL_294785,438747.9738034144
COL_294917,312877.06282378896
COL_294951,509545.44532305957
COL_294975,480217.741720784
COL_295255,551884.6971498042
COL_295327,312763.4775001174
COL_295509,291115.8080629277
COL_295595,426172.1030331737
COL_296322,351047.81191143
COL_296509,357366.3794780198
COL_296521,543743.7837506958
COL_296756,287829.0648950391
COL_296901,666374.1101754305
COL_297293,51926.32084243973
COL_297324,429710.8881111783
COL_297326,489405.4715997778
COL_297329,290504.7851373143
COL_297441,242422.74546331912
COL_297472,237879.8662165745
COL_297631,312292.20048398955
COL_297815,305990.2892752158
COL_298020,521890.91939332697
COL_298046,236822.32766206504
COL_298052,425691.81935553695
COL_298055,712191.8621977039
COL_298064,220265.40525328525
COL_298075,548213.9599856212
COL_298099,262537.29424468684
COL_298101,169276.52440283686
COL_298102,220070.55379165697
COL_298104,251370.77289192646
COL_298261,319008.30836020154
COL_298459,667207.9044912806
COL_298471,333349.66336477717
COL_298481,263250.4287172045
COL_298516,265506.44911608513
COL_298532,413121.40312799695
COL_298539,191305.46021103073
COL_298593,754740.6315329783
COL_298719,616644.6038264703
COL_298724,317721.91528532456
COL_298817,254679.26695343544
COL_298837,297536.62561286305
COL_298968,386524.2329570597
COL_299209,401535.8396087417
COL_299221,332207.38155876513
COL_299361,383350.01140088175
COL_299366,416964.21813247714
COL_299450,214507.7574094099
COL_299454,107815.0676840546
COL_299455,196855.07945045037
COL_299459,307128.42542929517
COL_299464,271350.90655272675
COL_299468,224340.73252582917
COL_299486,169777.83409924677
COL_299491,231889.48192107532
COL_299497,286622.4792601612
COL_299499,242661.30129681568
COL_299501,277949.0496666847
COL_299540,193240.04060571914
COL_299615,325368.7554534181
COL_299659,554721.0480974476
COL_299678,644824.5174377466
COL_299795,287178.6916158559
COL_299818,300900.12670301425
COL_299819,352348.6194062654
COL_299820,291578.41073778487
COL_299960,159451.71624016442
COL_300095,364698.21467616205
COL_300108,310806.82686385635
COL_300125,275451.50990396686
COL_300144,627660.7235090013
COL_300225,258997.10607673798
COL_300305,686281.235973423
COL_300423,372465.74930080574
COL_300491,295750.91497703805
COL_300562,321810.83052153996
COL_300747,273618.5034594216
COL_300816,414188.7594058571
COL_300942,357250.24869854935
COL_300959,257711.58890627162
COL_300962,473176.63209308445
COL_301220,318973.2316342566
COL_301285,425825.87894914695
COL_301290,416471.89149466134
COL_301303,154355.88021104905
COL_301367,196629.18758976267
COL_301368,116002.73826598041
COL_301378,194698.7491330214
COL_301401,567862.3927792101
COL_301444,160383.7882465393
COL_301445,313320.97769048566
COL_301574,351865.7909892567
COL_301649,446171.5461646108
COL_301669,566400.1275741222
COL_301670,346374.8011197925
COL_301679,415244.94858109497
COL_301709,402092.748799649
COL_301757,676936.545278839
COL_301820,702176.4955832585
COL_301822,604679.4322436256
COL_301823,659138.4781573184
COL_301843,313418.0627024054
COL_301976,541061.7906672573
COL_301986,468734.26998290606
COL_302111,115298.33092709274
COL_302139,306046.8891353098
COL_302293,-136714.71136818675
COL_302294,104531.25280364671
COL_302428,390318.7691334097
COL_302465,253080.05849629064
COL_302497,382338.2786943156
COL_302548,339390.3521462926
COL_302597,216525.28766779933
COL_302726,403577.15800655825
COL_302745,564027.0545941405
COL_302873,460194.2581561739
COL_302926,251886.47742513922
COL_302986,345128.64861103153
COL_302987,386924.73099228134
COL_302994,432746.36339967157
COL_303002,433863.98630819336
COL_303004,152469.64030196622
COL_303007,313864.8872907182
COL_303069,469282.1750451976
COL_303147,242578.89859675133
COL_303265,587633.5492231168
COL_303285,311818.263243322
COL_303366,539883.0600238342
COL_303405,337849.8817014336
COL_303564,410826.44609569584
COL_303569,500990.8794127044
COL_303618,403328.06055947
COL_303623,206711.78384294547
COL_303624,196461.72738856135
COL_303625,263056.8287225748
COL_303626,82315.63606640238
COL_303627,90122.1566685032
COL_303637,195039.1587795106
COL_303638,330813.13816759316
COL_304041,473082.7131662334
COL_304147,524899.674645384
COL_304255,420913.8524631714
COL_304280,314346.2609420092
COL_304320,126772.72010529575
COL_304322,217127.1589744556
COL_304323,158824.03907030472
COL_304325,202327.5870559003
COL_304367,503495.97203599033
COL_304546,362786.7318984437
COL_304550,318849.1231205873
COL_304552,193467.9135309201
COL_304561,235694.33715217595
COL_304585,304193.53203839896
COL_304853,308846.91359638504
COL_304902,139857.66664892662
COL_304978,521080.0054342288
COL_304984,242327.9725529494
COL_305002,394613.0390385396
COL_305017,78703.05117920123
COL_305038,382715.9983364071
COL_305057,284499.69443850836
COL_305058,261999.0058509329
COL_305059,261073.43358482665
COL_305114,1037214.1861393171
COL_305373,664408.5064340729
COL_305382,553666.9719637603
COL_305383,362559.145757216
COL_305384,510526.05180643464
COL_305385,510526.05180643464
COL_305386,514186.5447902258
COL_305387,510526.05180643464
COL_305388,345425.56478180666
COL_305413,67730.23805730388
COL_305607,322069.5204278385
COL_305652,382952.16800213646
COL_305726,549913.0588453717
COL_305896,478490.37253626424
COL_305924,253385.98732396855
COL_305926,260336.59147544176
COL_306033,525997.7078816778
COL_306088,418808.86188143847
COL_306141,322413.85017228813
