id,per_square_meter_price
COL_289284,142343.4853429806
COL_289305,336376.0894305359
COL_289318,344225.8942516939
COL_289354,383577.59425074066
COL_289399,436565.19889674505
COL_289428,292886.9195593347
COL_289460,142112.23151302885
COL_289493,249737.04714526865
COL_289495,373922.64750161354
COL_289749,438676.2928573526
COL_289763,455399.5724947018
COL_289778,394483.8073137731
COL_289801,371856.2672246205
COL_289971,385276.5924142238
COL_290143,436174.6544671415
COL_290252,389727.17527435545
COL_290336,487468.34592161584
COL_290398,422360.19424480654
COL_290403,629405.7549519397
COL_290431,404015.1916902041
COL_290466,243831.9277400031
COL_290486,345364.0117088925
COL_290497,321989.750415447
COL_290510,334675.0785347499
COL_290559,302352.61718674336
COL_290600,511907.9665079304
COL_290602,432350.1827338826
COL_290716,286061.20805729664
COL_290717,485507.0195240084
COL_290876,530432.1547365246
COL_290966,361349.92747965327
COL_291008,164064.09382787207
COL_291021,361677.9597297532
COL_291043,283126.09672636894
COL_291190,451415.8326981676
COL_291192,235097.19180977042
COL_291274,241362.8864606676
COL_291284,234905.0596769597
COL_291397,497624.9652992034
COL_291450,206916.99071727827
COL_291738,141002.24381222134
COL_291740,290419.1540093365
COL_291825,267353.0847164314
COL_291900,194936.99290421553
COL_292045,131534.0586227387
COL_292135,450719.2026139221
COL_292258,238479.29730304232
COL_292275,544315.837593821
COL_292279,209713.13018977892
COL_292364,445267.51118055766
COL_292417,179503.0141610728
COL_292421,298084.20829929574
COL_292501,311430.6322867532
COL_292906,91941.253604922
COL_292926,161180.3576487028
COL_293123,607700.2207139819
COL_293135,311104.15036927874
COL_293496,642935.5604483979
COL_293497,235189.35308666178
COL_293588,483272.68428205804
COL_293631,299346.4507070074
COL_293703,314813.3489821568
COL_293773,564853.903947322
COL_293780,117469.4311571159
COL_293783,377877.5465977274
COL_293826,144810.35382748616
COL_293889,159961.47372336377
COL_293952,355899.4308033616
COL_293956,279924.51815336745
COL_294068,422866.47845335584
COL_294101,543105.3025279372
COL_294115,89166.61419923413
COL_294143,333250.141991812
COL_294200,325956.05923108594
COL_294245,159987.84327972954
COL_294261,288965.40982727055
COL_294293,381428.202582445
COL_294300,272802.0876331766
COL_294350,306692.3902075796
COL_294488,511539.00363387447
COL_294525,537004.5381131292
COL_294558,500964.0571419545
COL_294593,361739.47825573786
COL_294729,662494.1967443728
COL_294785,438781.9023356872
COL_294917,312890.29526504653
COL_294951,509528.3662969541
COL_294975,480234.3953455209
COL_295255,551884.853667521
COL_295327,312761.214045211
COL_295509,291109.6971844828
COL_295595,426209.8314231368
COL_296322,351053.7752603687
COL_296509,357350.46891384106
COL_296521,543772.0630687696
