id,per_square_meter_price
COL_289284,142325.33822937065
COL_289305,336466.2814713204
COL_289318,344112.94642351894
COL_289354,383509.05656968907
COL_289399,436711.5557668915
COL_289428,292827.96414964943
COL_289460,142003.73254541465
COL_289493,249589.10086798097
COL_289495,374110.2424303225
COL_289749,438520.5668188065
COL_289763,455664.68682452233
COL_289778,394412.49091593904
COL_289801,371625.145289233
COL_289971,385151.6479809762
COL_290143,436360.3054946502
COL_290252,389676.3473670509
COL_290336,487301.67095248605
COL_290398,422513.4862046666
COL_290403,629621.28863153
COL_290431,403941.69186038565
COL_290466,243895.54650416237
COL_290486,345300.19095198455
COL_290497,322111.04034049343
COL_290510,334745.6970464014
COL_290559,302377.31727403257
COL_290600,512106.61907907564
COL_290602,432493.4501147697
COL_290716,285834.68841486814
COL_290717,485308.15304197645
COL_290876,530528.9899818245
COL_290966,361263.82214345504
COL_291008,163983.94963615236
COL_291021,361854.1673649464
COL_291043,283279.0320165598
COL_291190,451585.54096846987
COL_291192,235165.03996037232
COL_291274,241171.2811229115
COL_291284,234751.8703971831
COL_291397,497589.3808557362
COL_291450,206768.48438715847
COL_291738,140820.49403315713
COL_291740,290460.48053393816
COL_291825,267418.5281156933
COL_291900,195050.27549916372
COL_292045,131303.5192565677
COL_292135,450537.4799641651
COL_292258,238326.71327417693
COL_292275,544050.9686063464
COL_292279,209778.99284850544
COL_292364,444993.54870637605
COL_292417,179297.30319515
COL_292421,298093.09874988435
COL_292501,311319.09413881815
COL_292906,91749.02069041235
COL_292926,160953.35041010845
COL_293123,607910.9709158993
COL_293135,310964.0830774482
COL_293496,642749.7353547595
COL_293497,234962.68573822652
COL_293588,483430.84492693335
COL_293631,299221.84867048386
COL_293703,314692.94187877333
COL_293773,565003.823350952
COL_293780,117398.23615355427
COL_293783,377801.21682480123
COL_293826,144642.19645669393
COL_293889,159786.88155333773
COL_293952,355889.6443257685
COL_293956,279821.1445059231
COL_294068,422732.95773381286
COL_294101,542935.601588144
COL_294115,89149.10257373846
COL_294143,333301.37762054225
COL_294200,326066.705393882
COL_294245,159993.39703666535
COL_294261,288727.9921256269
COL_294293,381547.3023794106
COL_294300,272936.44459553174
COL_294350,306530.7634548475
COL_294488,511432.3831829005
COL_294525,536901.6424852373
COL_294558,501141.712366655
COL_294593,361801.6548688325
COL_294729,662694.9138042176
COL_294785,438930.7982310495
COL_294917,312911.1275038649
COL_294951,509214.27899730747
COL_294975,480219.61171828693
COL_295255,551698.90990811
COL_295327,312631.59448412794
COL_295509,290966.84672266967
COL_295595,426396.23649456096
COL_296322,350983.1541969889
COL_296509,357106.62356234755
COL_296521,543950.1117370181
COL_296756,287694.534892348
COL_296901,666367.254486486
COL_297293,51743.84172702476
COL_297324,429804.37760638044
COL_297326,489434.2980268081
COL_297329,290382.3263478032
COL_297441,242318.58897185518
COL_297472,237903.00091269845
COL_297631,312105.5367986208
COL_297815,305891.9441123832
COL_298020,521870.84792260366
COL_298046,236637.46726736857
COL_298052,425469.2690212003
COL_298055,712157.2709145441
COL_298064,220079.62096099858
COL_298075,548170.954745377
COL_298099,262451.2505939983
COL_298101,169011.65533258423
COL_298102,219878.27033211355
COL_298104,251221.33130620344
COL_298261,319096.54076564655
COL_298459,667627.8716861429
COL_298471,333469.61094798386
COL_298481,263296.0382801704
COL_298516,265531.38581549766
COL_298532,413316.96946035424
COL_298539,191204.7767104089
COL_298593,755138.6988640118
COL_298719,616573.8478316063
COL_298724,317861.40526272706
COL_298817,254598.2050907141
COL_298837,297524.3404201052
COL_298968,386705.906494655
COL_299209,401729.39873117703
COL_299221,332240.04639476497
COL_299361,383256.1517728817
COL_299366,416914.1365824635
COL_299450,214274.02072029898
COL_299454,107606.37491535385
COL_299455,196639.3746398441
COL_299459,306965.00565303856
COL_299464,271209.4751170948
COL_299468,224188.52723349544
COL_299486,169492.62733700755
COL_299491,231675.32820930332
COL_299497,286478.9533963315
COL_299499,242472.47342027014
COL_299501,277759.5396075063
COL_299540,193253.22545389412
COL_299615,325284.15701117326
COL_299659,555038.1724554918
COL_299678,645097.3609865592
COL_299795,287310.42408998474
COL_299818,300770.2890391755
COL_299819,352326.72685970744
COL_299820,291529.0838179571
COL_299960,159180.65703386342
COL_300095,364482.34147502197
COL_300108,310785.0141890909
COL_300125,275288.7881017194
COL_300144,628020.4080361106
COL_300225,258964.8619079311
COL_300305,686659.985116883
COL_300423,372385.19298174843
COL_300491,295525.1339188475
COL_300562,321668.1500909491
COL_300747,273299.7888905112
COL_300816,414092.59497158014
COL_300942,357382.0907292427
COL_300959,257496.95959575556
COL_300962,473376.51505697204
COL_301220,319009.24181886524
COL_301285,425961.71754555724
COL_301290,416656.6658298593
COL_301303,154128.00087725057
COL_301367,196479.71244218387
COL_301368,115800.19743720707
COL_301378,194241.6901691227
COL_301401,568117.0554971185
COL_301444,160205.7231105296
COL_301445,313218.7183769822
COL_301574,351755.45005424623
COL_301649,445931.95880400256
COL_301669,566592.9031941518
COL_301670,346220.93518234073
COL_301679,415365.0266374691
COL_301709,402198.6827109502
COL_301757,677252.5593504169
COL_301820,702190.2312036604
COL_301822,604718.7757599775
COL_301823,659218.923194695
COL_301843,313538.2007085078
COL_301976,541243.5949030853
COL_301986,468914.45014612173
COL_302111,115281.75138865062
COL_302139,306011.145877073
COL_302293,-136917.60264451063
COL_302294,104537.25651373948
COL_302428,390507.58902688127
COL_302465,253020.18907626392
COL_302497,382476.4331442008
COL_302548,339139.50812222424
COL_302597,216521.7031267311
COL_302726,403533.22034045396
COL_302745,563886.3931721571
COL_302873,460142.3466943588
COL_302926,251901.9727227582
COL_302986,345262.4316730928
COL_302987,387083.4292540591
COL_302994,432914.0781498351
COL_303002,434039.1160667274
COL_303004,152480.4832770062
COL_303007,313726.4000433622
COL_303069,469366.6681024624
COL_303147,242394.990779004
COL_303265,587554.6141941071
COL_303285,311702.3293493378
COL_303366,539637.2443199281
COL_303405,337807.1272218642
COL_303564,410869.9448414553
COL_303569,500734.81449453137
COL_303618,403438.4957504958
COL_303623,206749.49723524624
COL_303624,196491.7901884477
COL_303625,263112.54458160984
COL_303626,82263.29800088356
COL_303627,90140.341614758
COL_303637,194926.5325514046
COL_303638,330683.42892268446
COL_304041,473309.3085027716
COL_304147,525250.566568688
COL_304255,421126.16594489483
COL_304280,314435.50617543544
COL_304320,126521.78008487908
COL_304322,217008.62752897013
COL_304323,158614.74973570375
COL_304325,202115.01558580116
COL_304367,503451.57017726573
COL_304546,362975.34363573755
COL_304550,318731.9195689132
COL_304552,193462.6212764572
COL_304561,235727.40807271947
COL_304585,304058.907213619
COL_304853,308820.31773242966
COL_304902,139683.57846928504
COL_304978,520994.26525369094
COL_304984,242144.93579636666
COL_305002,394734.51230218774
COL_305017,78616.37281242551
COL_305038,382469.09910153336
COL_305057,284326.28832730383
COL_305058,261824.24572163407
COL_305059,260897.97490439977
COL_305114,1037846.7160982726
COL_305373,664486.8736275398
COL_305382,553654.7980532342
COL_305383,362407.36466957675
COL_305384,510511.02833741304
COL_305385,510511.02833741304
COL_305386,514146.9099996011
COL_305387,510511.02833741304
COL_305388,345260.41771502164
COL_305413,67497.9068594739
COL_305607,322163.35027512105
COL_305652,383136.1130450353
COL_305726,550060.0015464058
COL_305896,478671.2391541042
COL_305924,253235.89488522732
COL_305926,260193.71751439956
COL_306033,525961.7319231839
COL_306088,418995.2805682115
COL_306141,322223.20318372286
COL_306143,497332.9087143185
COL_306144,686588.2892973163
COL_306154,588713.0123903552
COL_306206,304263.68766607
COL_306621,481602.356277547
COL_306728,375987.76686542673
COL_306758,314558.5319135413
COL_306763,54016.320278537125
COL_306803,537438.4808172453
COL_306853,260831.33056350687
COL_306892,340271.57332424173
COL_306938,207873.11768984888
COL_307001,392602.7027975603
COL_307043,542585.2280268872
COL_307158,441251.32400663954
COL_307269,360459.5252851976
COL_307356,229842.51173201483
COL_307480,365521.2652532817
COL_307529,355547.93072757573
COL_307623,523721.75648074475
COL_307819,266284.8725404633
COL_307874,328732.224797807
COL_307945,301289.39353609784
COL_307986,280902.9080662451
COL_308211,318714.750424261
COL_308429,328642.79382255307
COL_308446,67289.37515305403
COL_308472,321602.6499338727
COL_308486,547529.3422783521
COL_308492,477459.32685140695
COL_308493,414386.452809392
COL_308743,323438.0775416656
COL_308803,333377.8982338714
COL_308813,548100.4060527115
COL_308963,675051.4627027047
COL_309079,242253.7459626539
COL_309121,333469.61094798386
COL_309434,312515.6447214689
COL_309612,269052.6507780349
COL_309642,353865.6819326011
COL_309784,240148.13769387855
COL_310093,292866.9991384765
COL_310107,203688.33781232475
COL_310164,349114.80541392346
COL_310207,179937.95846628648
COL_310218,186691.36819084914
COL_310311,437731.0547914319
COL_310315,389952.7677610804
COL_310359,237399.0337297211
COL_310405,264984.1655651324
COL_310447,467439.93572577805
COL_310503,316656.1585521687
COL_310570,608536.2901224432
COL_310590,612472.6990757119
COL_310604,255008.60879540205
COL_310641,642504.5138346995
COL_310642,318569.00371236436
COL_310656,690054.2455313486
COL_310722,84815.89009438126
COL_310897,263240.68068804377
COL_311016,283068.24117667123
COL_311017,506506.6334227287
COL_311018,532388.0223263515
COL_311025,158899.45676154835
COL_311026,234523.69345343468
COL_311068,198290.31939099007
COL_311128,360325.4257953228
COL_311187,365975.8731089188
COL_311188,351351.7076597229
COL_311328,231360.33141382382
COL_311348,211845.24714367505
COL_311537,369676.9185540262
COL_311660,259439.98308876966
COL_311665,51764.467125063384
COL_311698,226763.76580375817
COL_311704,695991.4104041245
COL_311870,347751.68632758665
COL_312002,360291.51816885785
COL_312006,300257.7196553407
COL_312007,354349.1657263155
COL_312010,300646.1542335963
COL_312014,350998.86459618225
COL_312208,335039.2527031266
COL_312270,307987.0759175557
COL_312284,340814.094712919
COL_312290,271975.6498426387
COL_312323,289971.2972714776
COL_312335,394859.44177405414
COL_312455,257875.472401553
COL_312609,62480.88786271532
COL_312628,117953.63440327128
COL_312649,181130.6209561178
COL_312672,65288.76582415785
COL_312695,382207.9897959758
COL_312997,794479.3450961139
COL_313006,499989.02367027785
COL_313065,594907.7454754493
COL_313068,366157.98039495986
COL_313211,239685.1977807752
COL_313268,776997.0307161848
COL_313304,431811.9911908437
COL_313352,46129.9849917309
COL_313363,447144.22239458107
COL_313535,342981.8462974744
COL_313559,959884.3290569419
COL_313572,169539.54367135005
COL_313573,171195.3422262841
COL_313574,313037.61505822645
COL_313597,310939.8407140204
COL_313606,407930.1154137091
COL_313694,438494.54326030234
COL_313703,266955.25960972457
COL_313717,429512.00483411306
COL_313789,158213.6179783168
COL_313791,175082.21020872082
COL_313814,382873.458287624
COL_314054,181787.1722999981
COL_314055,181787.1722999981
COL_314058,149511.3384733182
COL_314069,252916.47458226915
COL_314170,371770.52403840673
COL_314185,545968.6678744365
COL_314186,458278.96260185953
COL_314187,363122.98797222256
COL_314190,267177.7464169069
COL_314196,226135.87152102974
COL_314211,294903.9003468832
COL_314230,464444.6379549841
COL_314308,296865.7629240348
COL_314419,455871.88778329216
COL_314536,411514.9102116069
COL_314628,372116.8436428941
COL_314746,331652.09055126156
COL_314818,341364.3508340709
COL_314859,482040.57168540807
COL_314860,523516.59036783274
COL_314899,371132.97975493845
COL_314907,286983.97290034476
COL_314997,265225.55719232763
COL_315015,384457.5892008573
COL_315135,263547.1020986526
COL_315502,248435.02528702904
COL_315578,232033.7982630728
COL_315599,421542.23366953316
COL_315602,315569.3907694971
COL_315621,390065.5496876312
COL_315652,517541.8932200702
COL_315673,820533.1939057424
COL_315724,222562.82492572302
COL_315806,329453.54192028026
COL_315970,582950.7483130222
COL_316015,176869.73543234018
COL_316017,150296.32844465022
COL_316021,205728.01026158017
COL_316023,243419.19782914792
COL_316024,425656.3848786015
COL_316025,417743.7328618771
COL_316150,487922.5461972579
COL_316180,161180.23833197466
COL_316181,316135.64022969734
COL_316289,312923.0234480052
COL_316308,213259.8505701702
COL_316323,145940.78326017706
COL_316387,508230.7428776371
COL_316388,411502.0080384594
COL_316389,511756.8573738139
COL_316390,414836.14056150574
COL_316392,505938.7893790836
COL_316423,251633.60395273502
COL_316446,275298.74735480925
COL_316448,407004.96987098095
COL_316562,328127.7404857729
COL_316629,628286.7734826537
COL_316720,631989.4265569516
COL_316897,739940.3340441352
COL_316942,479211.5327134283
COL_317174,238793.251980568
COL_317405,244039.10292159586
COL_317423,222116.46189125953
COL_317789,218550.7846913222
COL_317930,257730.41417118825
COL_318181,307431.9347520639
COL_318209,425470.00611160824
COL_318336,237418.7961899272
COL_318357,255721.37737325445
COL_318384,348180.394221845
COL_318425,350912.3437615523
COL_318499,404047.93579338427
COL_318575,263441.1869657328
COL_318696,454812.45302440954
COL_318698,396928.6146065308
COL_318712,211783.6214801948
COL_318765,185937.1152295352
COL_319064,264984.1655651324
COL_319104,380882.2721307914
COL_319163,378143.3073459748
COL_319251,493170.2086239267
COL_319500,317518.4540705743
COL_319542,819085.2047135833
COL_319671,393132.3346658142
COL_319675,567587.2060055463
COL_319987,271497.2757345177
COL_320000,-14339.855123289031
COL_320001,-31462.51469604652
COL_320028,163551.53155963717
COL_320128,435359.9014457033
COL_320171,212824.51693259092
COL_320291,246809.07289664325
COL_320376,452250.9455387628
COL_320430,241439.54446874023
COL_320446,298701.04544457933
COL_320452,546846.4853582121
COL_320470,376004.93830083375
COL_320478,276434.9083639732
COL_320498,355950.3224415909
COL_320518,320347.33352400636
COL_320693,134641.62943695398
COL_320824,307916.2226556015
COL_320905,250054.34627532598
COL_320942,759478.0925852106
COL_320966,232504.4372056349
COL_321061,691666.9681633943
COL_321088,409353.7721889737
COL_321099,365149.19168192515
COL_321128,472354.9555390135
COL_321407,126768.85436213967
COL_321417,303364.16178701294
COL_321427,247239.72605296952
COL_321474,335032.72816003166
COL_321621,342202.7830457117
COL_321670,360731.624808818
COL_321677,186854.85204988607
COL_321820,160732.6330043634
COL_322106,302115.5277184211
COL_322266,75970.38589196665
COL_322288,476297.7858463787
COL_322290,244655.12055440713
COL_322311,226447.84661256144
COL_322356,305742.02635034546
COL_322378,190098.76565335778
COL_322380,242423.7373958201
COL_322428,508083.78142817336
COL_322436,170932.76998161664
COL_322462,344645.73581476306
COL_322463,268874.5745061973
COL_322511,224560.54044988408
COL_322568,414506.4438798065
COL_322595,242044.80841888668
COL_322623,150697.44972611242
COL_322624,691154.6406443774
COL_322665,377369.6769790761
COL_322676,265202.0188663759
COL_322749,333365.67421080935
COL_322954,287582.08669128583
COL_323025,281302.5502576001
COL_323034,506723.8157150064
COL_323061,446875.0658051941
COL_323075,489685.9297091085
COL_323078,321654.3381297645
COL_323084,276318.47909562534
COL_323247,290691.4371469694
COL_323258,494236.3752686199
COL_323261,642346.4925846603
COL_323330,402231.9162605777
COL_323355,254050.993753932
COL_323590,219337.6924455008
COL_323647,184878.84426340688
COL_323671,446243.3653254414
COL_323683,925213.1710308463
COL_323882,270268.10353495023
COL_323938,370996.848476529
COL_324197,403130.03709519334
COL_324268,695225.5345962369
COL_324269,666489.2918665165
COL_324455,544839.112253256
COL_324459,293217.051464472
COL_324622,441435.3819385996
COL_324655,198837.6946175362
COL_324779,304082.910144648
COL_324786,257604.6227126479
COL_324787,435054.28091092437
COL_324926,331556.4428659775
COL_324936,358881.97547188064
COL_324940,669608.5087653911
COL_324941,353451.92083043815
COL_325131,556149.4456768829
COL_325182,445577.2163494134
COL_325196,347932.6269559337
COL_325210,335377.64479777374
COL_325348,261289.74347706413
COL_325392,324713.21972558065
COL_325405,718626.6602647951
COL_325545,702886.9993694719
COL_325588,263062.36689260154
COL_325648,294734.4112118747
COL_325649,290845.71494489873
COL_325650,321421.8029212335
